CLNN,DAYS,TIMES,TS_D,SAA
3719,0,점심,9,182
3720,0,밤,8,159
3720,0,심야,17,368
3720,0,아침오전,20,372
3720,0,오후,11,162
3720,0,저녁,10,233
3720,0,점심,6,158
3721,0,밤,8,117
3721,0,심야,25,580
3721,0,아침오전,8,134
3721,0,오후,13,287
3721,0,저녁,6,105
3721,0,점심,10,230
3722,0,밤,9,301
3722,0,심야,24,408
3722,0,아침오전,11,290
3722,0,오후,8,110
3722,0,저녁,9,201
3722,0,점심,10,217
3723,0,밤,9,191
3723,0,심야,27,501
3723,0,아침오전,9,169
3723,0,오후,14,273
3723,0,저녁,9,162
3723,0,점심,4,46
3724,0,밤,11,199
3724,0,심야,22,440
3724,0,아침오전,7,167
3724,0,오후,12,209
3724,0,저녁,5,76
3724,0,점심,6,158
3725,0,밤,9,198
3725,0,심야,28,492
3725,0,아침오전,15,287
3725,0,오후,13,235
3725,0,저녁,11,326
3725,0,점심,13,296
3726,0,밤,3,74
3726,0,심야,21,386
3726,0,아침오전,16,329
3726,0,오후,16,299
3726,0,저녁,10,146
3726,0,점심,10,193
3727,0,밤,14,303
3727,0,심야,13,205
3727,0,아침오전,16,391
3727,0,오후,14,252
3727,0,저녁,10,171
3727,0,점심,9,229
3728,0,밤,7,153
3728,0,심야,25,376
3728,0,아침오전,19,386
3728,0,오후,10,167
3728,0,저녁,10,222
3728,0,점심,7,105
3729,0,밤,4,81
3729,0,심야,20,324
3729,0,아침오전,16,327
3729,0,오후,13,166
3729,0,저녁,9,188
3729,0,점심,8,132
3730,0,밤,13,208
3730,0,심야,24,430
3730,0,아침오전,13,212
3730,0,오후,14,328
3730,0,저녁,7,135
3730,0,점심,10,147
3731,0,밤,12,242
3731,0,심야,25,395
3731,0,아침오전,12,251
3731,0,오후,8,118
3731,0,저녁,11,165
3731,0,점심,9,193
3732,0,밤,10,159
3732,0,심야,30,722
3732,0,아침오전,11,208
3732,0,오후,10,221
3732,0,저녁,10,248
3732,0,점심,12,188
3733,0,밤,13,303
3733,0,심야,21,396
3733,0,아침오전,14,173
3733,0,오후,15,304
3733,0,저녁,11,169
3733,0,점심,6,82
3734,0,밤,11,221
3734,0,심야,22,414
3734,0,아침오전,6,136
3734,0,오후,5,94
3734,0,저녁,7,115
3734,0,점심,10,254
3735,0,밤,15,398
3735,0,심야,30,479
3735,0,아침오전,9,131
3735,0,오후,18,278
3735,0,저녁,6,107
3735,0,점심,6,141
3736,0,밤,8,169
3736,0,심야,24,458
3736,0,아침오전,15,249
3736,0,오후,7,123
3736,0,저녁,4,76
3736,0,점심,11,224
3737,0,밤,5,85
3737,0,심야,24,551
3737,0,아침오전,9,263
3737,0,오후,7,100
3737,0,저녁,11,200
3737,0,점심,11,178
3738,0,밤,3,22
3738,0,심야,27,485
3738,0,아침오전,12,178
3738,0,오후,17,322
3738,0,저녁,7,108
3738,0,점심,8,159
3739,0,밤,13,265
3739,0,심야,25,428
3739,0,아침오전,9,188
3739,0,오후,16,380
3739,0,저녁,11,234
3739,0,점심,8,161
3740,0,밤,4,72
3740,0,심야,23,383
3740,0,아침오전,12,243
3740,0,오후,15,266
3740,0,저녁,6,172
3740,0,점심,5,73
3741,0,밤,5,81
3741,0,심야,25,522
3741,0,아침오전,10,216
3741,0,오후,11,178
3741,0,저녁,11,100
3741,0,점심,9,180
3742,0,밤,9,148
3742,0,심야,17,281
3742,0,아침오전,10,176
3742,0,오후,10,200
3742,0,저녁,7,140
3742,0,점심,8,207
3743,0,밤,12,214
3743,0,심야,23,408
3743,0,아침오전,12,214
3743,0,오후,18,377
3743,0,저녁,5,71
3743,0,점심,8,129
3744,0,밤,11,132
3744,0,심야,23,452
3744,0,아침오전,12,216
3744,0,오후,13,255
3744,0,저녁,12,303
3744,0,점심,5,121
3745,0,밤,13,243
3745,0,심야,22,391
3745,0,아침오전,9,150
3745,0,오후,13,254
3745,0,저녁,9,160
3745,0,점심,11,127
3746,0,밤,12,204
3746,0,심야,31,510
3746,0,아침오전,10,261
3746,0,오후,9,142
3746,0,저녁,7,131
3746,0,점심,7,70
3747,0,밤,8,190
3747,0,심야,25,468
3747,0,아침오전,10,167
3747,0,오후,11,191
3747,0,저녁,6,108
3747,0,점심,7,139
3748,0,밤,9,122
3748,0,심야,20,330
3748,0,아침오전,11,219
3748,0,오후,12,163
3748,0,저녁,11,227
3748,0,점심,7,167
3749,0,밤,3,61
3749,0,심야,25,538
3749,0,아침오전,11,207
3749,0,오후,11,237
3749,0,저녁,9,161
3749,0,점심,10,170
3750,0,밤,16,349
3750,0,심야,25,568
3750,0,아침오전,6,213
3750,0,오후,12,166
3750,0,저녁,12,174
3750,0,점심,14,268
3751,0,밤,11,157
3751,0,심야,18,299
3751,0,아침오전,14,207
3751,0,오후,10,190
3751,0,저녁,5,82
3751,0,점심,9,181
3752,0,밤,8,164
3752,0,심야,18,345
3752,0,아침오전,8,118
3752,0,오후,9,211
3752,0,저녁,5,125
3752,0,점심,8,146
3753,0,밤,11,147
3753,0,심야,18,285
3753,0,아침오전,8,200
3753,0,오후,12,280
3753,0,저녁,11,194
3753,0,점심,10,211
3754,0,밤,15,260
3754,0,심야,19,363
3754,0,아침오전,14,316
3754,0,오후,11,176
3754,0,저녁,10,176
3754,0,점심,9,112
3755,0,밤,12,225
3755,0,심야,20,438
3755,0,아침오전,10,180
3755,0,오후,11,184
3755,0,저녁,17,402
3755,0,점심,11,188
3756,0,밤,10,185
3756,0,심야,24,491
3756,0,아침오전,13,235
3756,0,오후,13,286
3756,0,저녁,7,201
3756,0,점심,13,190
3757,0,밤,6,70
3757,0,심야,23,472
3757,0,아침오전,10,166
3757,0,오후,15,233
3757,0,저녁,5,118
3757,0,점심,13,227
3758,0,밤,6,130
3758,0,심야,16,291
3758,0,아침오전,14,303
3758,0,오후,17,322
3758,0,저녁,7,141
3758,0,점심,11,228
3759,0,밤,15,286
3759,0,심야,28,509
3759,0,아침오전,19,407
3759,0,오후,8,141
3759,0,저녁,6,78
3759,0,점심,10,190
3760,0,밤,10,258
3760,0,심야,18,310
3760,0,아침오전,7,114
3760,0,오후,10,245
3760,0,저녁,11,211
3760,0,점심,9,108
3761,0,밤,10,197
3761,0,심야,21,422
3761,0,아침오전,10,100
3761,0,오후,10,190
3761,0,저녁,9,142
3761,0,점심,8,152
3762,0,밤,8,146
3762,0,심야,23,409
3762,0,아침오전,12,174
3762,0,오후,19,380
3762,0,저녁,9,203
3762,0,점심,11,271
3763,0,밤,9,170
3763,0,심야,22,377
3763,0,아침오전,9,117
3763,0,오후,21,446
3763,0,저녁,8,152
3763,0,점심,9,178
3764,0,밤,7,149
3764,0,심야,22,401
3764,0,아침오전,15,326
3764,0,오후,20,340
3764,0,저녁,10,163
3764,0,점심,9,147
3765,0,밤,8,110
3765,0,심야,16,356
3765,0,아침오전,12,266
3765,0,오후,11,154
3765,0,저녁,5,95
3765,0,점심,10,221
3766,0,밤,6,80
3766,0,심야,15,279
3766,0,아침오전,9,166
3766,0,오후,11,167
3766,0,저녁,7,173
3766,0,점심,5,88
3767,0,밤,10,133
3767,0,심야,21,355
3767,0,아침오전,7,159
3767,0,오후,9,110
3767,0,저녁,10,212
3767,0,점심,14,237
3768,0,밤,8,131
3768,0,심야,22,306
3768,0,아침오전,9,160
3768,0,오후,14,300
3768,0,저녁,14,234
3768,0,점심,12,239
3769,0,밤,11,160
3769,0,심야,16,255
3769,0,아침오전,7,160
3769,0,오후,3,91
3769,0,저녁,9,208
3769,0,점심,10,228
3770,0,밤,9,166
3770,0,심야,27,478
3770,0,아침오전,14,308
3770,0,오후,7,121
3770,0,저녁,13,241
3770,0,점심,9,169
3771,0,밤,6,160
3771,0,심야,22,417
3771,0,아침오전,9,126
3771,0,오후,12,228
3771,0,저녁,12,187
3771,0,점심,12,279
3772,0,밤,7,96
3772,0,심야,19,295
3772,0,아침오전,10,133
3772,0,오후,12,297
3772,0,저녁,14,274
3772,0,점심,8,150
3773,0,밤,12,206
3773,0,심야,22,360
3773,0,아침오전,15,269
3773,0,오후,10,199
3773,0,저녁,6,166
3773,0,점심,8,165
3774,0,밤,11,245
3774,0,심야,26,500
3774,0,아침오전,13,267
3774,0,오후,9,141
3774,0,저녁,10,201
3774,0,점심,12,191
3775,0,밤,12,277
3775,0,심야,31,577
3775,0,아침오전,6,95
3775,0,오후,9,123
3775,0,저녁,11,243
3775,0,점심,7,74
3776,0,밤,12,163
3776,0,심야,12,248
3776,0,아침오전,11,254
3776,0,오후,10,221
3776,0,저녁,9,143
3776,0,점심,7,117
3777,0,밤,8,200
3777,0,심야,17,320
3777,0,아침오전,13,221
3777,0,오후,12,287
3777,0,저녁,8,181
3777,0,점심,8,175
3778,0,밤,4,130
3778,0,심야,21,410
3778,0,아침오전,11,212
3778,0,오후,11,178
3778,0,저녁,9,173
3778,0,점심,13,267
3779,0,밤,10,213
3779,0,심야,21,485
3779,0,아침오전,14,272
3779,0,오후,10,201
3779,0,저녁,8,150
3779,0,점심,7,163
3780,0,밤,10,205
3780,0,심야,26,512
3780,0,아침오전,20,350
3780,0,오후,10,224
3780,0,저녁,7,157
3780,0,점심,7,138
3781,0,밤,8,139
3781,0,심야,17,336
3781,0,아침오전,15,241
3781,0,오후,16,207
3781,0,저녁,16,278
3781,0,점심,10,174
3782,0,밤,8,115
3782,0,심야,24,459
3782,0,아침오전,15,182
3782,0,오후,17,233
3782,0,저녁,7,94
3782,0,점심,4,44
3783,0,밤,11,217
3783,0,심야,27,575
3783,0,아침오전,9,111
3783,0,오후,13,163
3783,0,저녁,9,104
3783,0,점심,5,67
3784,0,밤,14,256
3784,0,심야,20,441
3784,0,아침오전,14,264
3784,0,오후,17,314
3784,0,저녁,10,168
3784,0,점심,9,152
3785,0,밤,12,202
3785,0,심야,23,417
3785,0,아침오전,8,122
3785,0,오후,14,226
3785,0,저녁,11,262
3785,0,점심,13,252
3786,0,밤,5,102
3786,0,심야,23,328
3786,0,아침오전,18,354
3786,0,오후,11,216
3786,0,저녁,6,71
3786,0,점심,3,57
3787,0,밤,11,182
3787,0,심야,19,399
3787,0,아침오전,6,100
3787,0,오후,13,233
3787,0,저녁,6,127
3787,0,점심,13,280
3788,0,밤,15,296
3788,0,심야,24,427
3788,0,아침오전,12,211
3788,0,오후,11,209
3788,0,저녁,7,140
3788,0,점심,6,111
3789,0,밤,7,109
3789,0,심야,22,409
3789,0,아침오전,14,254
3789,0,오후,20,360
3789,0,저녁,12,193
3789,0,점심,10,269
3790,0,밤,8,129
3790,0,심야,23,412
3790,0,아침오전,12,175
3790,0,오후,9,135
3790,0,저녁,7,170
3790,0,점심,9,152
3791,0,밤,11,233
3791,0,심야,22,366
3791,0,아침오전,14,315
3791,0,오후,9,170
3791,0,저녁,8,176
3791,0,점심,6,96
3792,0,밤,9,247
3792,0,심야,13,214
3792,0,아침오전,15,196
3792,0,오후,12,201
3792,0,저녁,2,37
3792,0,점심,8,126
3793,0,밤,11,200
3793,0,심야,18,264
3793,0,아침오전,19,318
3793,0,오후,17,283
3793,0,저녁,9,188
3793,0,점심,8,125
3794,0,밤,10,181
3794,0,심야,26,492
3794,0,아침오전,13,245
3794,0,오후,8,177
3794,0,저녁,7,161
3794,0,점심,10,194
3795,0,밤,7,180
3795,0,심야,25,442
3795,0,아침오전,11,166
3795,0,오후,12,260
3795,0,저녁,11,198
3795,0,점심,11,170
3796,0,밤,14,166
3796,0,심야,14,251
3796,0,아침오전,8,145
3796,0,오후,13,312
3796,0,저녁,13,207
3796,0,점심,12,239
3797,0,밤,11,202
3797,0,심야,22,447
3797,0,아침오전,14,284
3797,0,오후,16,292
3797,0,저녁,9,153
3797,0,점심,7,110
3798,0,밤,10,206
3798,0,심야,32,573
3798,0,아침오전,7,111
3798,0,오후,14,214
3798,0,저녁,11,148
3798,0,점심,9,198
3799,0,밤,5,95
3799,0,심야,26,437
3799,0,아침오전,11,201
3799,0,오후,13,264
3799,0,저녁,11,269
3799,0,점심,3,37
3800,0,밤,9,159
3800,0,심야,20,343
3800,0,아침오전,13,255
3800,0,오후,11,265
3800,0,저녁,6,162
3800,0,점심,7,134
3801,0,밤,11,176
3801,0,심야,13,249
3801,0,아침오전,12,297
3801,0,오후,5,68
3801,0,저녁,13,254
3801,0,점심,5,73
3802,0,밤,8,211
3802,0,심야,25,405
3802,0,아침오전,7,91
3802,0,오후,7,131
3802,0,저녁,10,189
3802,0,점심,11,228
3803,0,밤,7,138
3803,0,심야,24,498
3803,0,아침오전,16,298
3803,0,오후,14,244
3803,0,저녁,12,245
3803,0,점심,14,231
3804,0,밤,8,180
3804,0,심야,18,322
3804,0,아침오전,16,341
3804,0,오후,9,182
3804,0,저녁,12,146
3804,0,점심,15,263
3805,0,밤,7,167
3805,0,심야,21,425
3805,0,아침오전,10,173
3805,0,오후,5,91
3805,0,저녁,7,165
3805,0,점심,9,136
3806,0,밤,5,123
3806,0,심야,30,581
3806,0,아침오전,13,255
3806,0,오후,14,240
3806,0,저녁,14,275
3806,0,점심,6,96
3807,0,밤,6,92
3807,0,심야,23,438
3807,0,아침오전,9,195
3807,0,오후,11,200
3807,0,저녁,8,134
3807,0,점심,9,148
3808,0,밤,7,119
3808,0,심야,19,495
3808,0,아침오전,8,176
3808,0,오후,18,435
3808,0,저녁,13,204
3808,0,점심,9,179
3809,0,밤,8,178
3809,0,심야,13,191
3809,0,아침오전,15,246
3809,0,오후,13,201
3809,0,저녁,14,269
3809,0,점심,9,173
3810,0,밤,11,162
3810,0,심야,24,417
3810,0,아침오전,6,95
3810,0,오후,14,250
3810,0,저녁,6,173
3810,0,점심,3,74
3811,0,밤,6,163
3811,0,심야,22,387
3811,0,아침오전,9,121
3811,0,오후,16,214
3811,0,저녁,7,104
3811,0,점심,9,165
3812,0,밤,6,110
3812,0,심야,19,317
3812,0,아침오전,12,149
3812,0,오후,12,199
3812,0,저녁,8,184
3812,0,점심,10,239
3813,0,밤,13,259
3813,0,심야,27,518
3813,0,아침오전,12,198
3813,0,오후,13,185
3813,0,저녁,8,181
3813,0,점심,10,137
3814,0,밤,10,172
3814,0,심야,12,278
3814,0,아침오전,10,204
3814,0,오후,12,151
3814,0,저녁,5,97
3814,0,점심,12,257
3815,0,밤,9,171
3815,0,심야,21,446
3815,0,아침오전,20,391
3815,0,오후,13,301
3815,0,저녁,13,221
3815,0,점심,14,202
3816,0,밤,12,233
3816,0,심야,20,408
3816,0,아침오전,13,242
3816,0,오후,8,116
3816,0,저녁,12,203
3816,0,점심,10,186
3817,0,밤,9,197
3817,0,심야,28,534
3817,0,아침오전,7,114
3817,0,오후,16,284
3817,0,저녁,7,105
3817,0,점심,10,216
3818,0,밤,11,253
3818,0,심야,17,257
3818,0,아침오전,17,325
3818,0,오후,21,489
3818,0,저녁,15,283
3818,0,점심,4,69
3819,0,밤,8,94
3819,0,심야,12,225
3819,0,아침오전,12,176
3819,0,오후,11,224
3819,0,저녁,14,262
3819,0,점심,8,122
3820,0,밤,11,243
3820,0,심야,26,436
3820,0,아침오전,18,285
3820,0,오후,13,250
3820,0,저녁,14,256
3820,0,점심,9,188
3821,0,밤,9,178
3821,0,심야,25,495
3821,0,아침오전,13,214
3821,0,오후,12,231
3821,0,저녁,10,200
3821,0,점심,15,339
3822,0,밤,8,132
3822,0,심야,21,514
3822,0,아침오전,13,292
3822,0,오후,15,255
3822,0,저녁,10,141
3822,0,점심,12,189
3823,0,밤,5,67
3823,0,심야,21,343
3823,0,아침오전,8,157
3823,0,오후,14,260
3823,0,저녁,4,31
3823,0,점심,7,168
3824,0,밤,6,109
3824,0,심야,23,558
3824,0,아침오전,12,298
3824,0,오후,17,392
3824,0,저녁,9,145
3824,0,점심,9,175
3825,0,밤,14,280
3825,0,심야,26,469
3825,0,아침오전,15,268
3825,0,오후,9,117
3825,0,저녁,9,142
3825,0,점심,9,156
3826,0,밤,10,206
3826,0,심야,23,359
3826,0,아침오전,12,231
3826,0,오후,7,83
3826,0,저녁,6,80
3826,0,점심,10,118
3827,0,밤,8,172
3827,0,심야,15,286
3827,0,아침오전,14,411
3827,0,오후,10,148
3827,0,저녁,13,303
3827,0,점심,12,285
3828,0,밤,6,111
3828,0,심야,18,314
3828,0,아침오전,12,271
3828,0,오후,18,301
3828,0,저녁,12,285
3828,0,점심,3,60
3829,0,밤,12,241
3829,0,심야,22,432
3829,0,아침오전,14,200
3829,0,오후,14,262
3829,0,저녁,11,206
3829,0,점심,6,125
3830,0,밤,14,261
3830,0,심야,18,315
3830,0,아침오전,10,141
3830,0,오후,5,76
3830,0,저녁,14,302
3830,0,점심,11,225
3831,0,밤,8,202
3831,0,심야,21,408
3831,0,아침오전,6,150
3831,0,오후,20,369
3831,0,저녁,11,144
3831,0,점심,13,235
3832,0,밤,18,372
3832,0,심야,17,259
3832,0,아침오전,16,304
3832,0,오후,12,163
3832,0,저녁,8,116
3832,0,점심,2,24
3833,0,밤,11,177
3833,0,심야,18,318
3833,0,아침오전,13,236
3833,0,오후,10,176
3833,0,저녁,10,208
3833,0,점심,16,248
3834,0,밤,10,177
3834,0,심야,22,308
3834,0,아침오전,12,291
3834,0,오후,13,261
3834,0,저녁,11,181
3834,0,점심,12,232
3835,0,밤,14,222
3835,0,심야,25,414
3835,0,아침오전,10,171
3835,0,오후,12,273
3835,0,저녁,11,238
3835,0,점심,9,234
3836,0,밤,11,252
3836,0,심야,15,312
3836,0,아침오전,16,284
3836,0,오후,8,151
3836,0,저녁,8,144
3836,0,점심,7,150
3837,0,밤,16,203
3837,0,심야,22,525
3837,0,아침오전,13,267
3837,0,오후,9,242
3837,0,저녁,11,227
3837,0,점심,13,251
3838,0,밤,6,180
3838,0,심야,21,383
3838,0,아침오전,12,241
3838,0,오후,17,273
3838,0,저녁,4,54
3838,0,점심,7,146
3839,0,밤,12,312
3839,0,심야,29,557
3839,0,아침오전,11,253
3839,0,오후,8,184
3839,0,저녁,9,188
3839,0,점심,9,150
3840,0,밤,5,123
3840,0,심야,25,403
3840,0,아침오전,10,206
3840,0,오후,13,187
3840,0,저녁,9,186
3840,0,점심,6,48
3841,0,밤,10,210
3841,0,심야,17,252
3841,0,아침오전,13,173
3841,0,오후,12,258
3841,0,저녁,16,331
3841,0,점심,9,186
3842,0,밤,12,203
3842,0,심야,15,268
3842,0,아침오전,12,203
3842,0,오후,13,302
3842,0,저녁,14,285
3842,0,점심,10,230
3843,0,밤,11,208
3843,0,심야,21,466
3843,0,아침오전,17,347
3843,0,오후,15,310
3843,0,저녁,8,107
3843,0,점심,11,320
3844,0,밤,7,109
3844,0,심야,29,546
3844,0,아침오전,16,307
3844,0,오후,10,175
3844,0,저녁,11,208
3844,0,점심,12,345
3845,0,밤,9,167
3845,0,심야,22,321
3845,0,아침오전,20,364
3845,0,오후,15,261
3845,0,저녁,10,222
3845,0,점심,12,246
3846,0,밤,8,174
3846,0,심야,29,596
3846,0,아침오전,6,147
3846,0,오후,6,88
3846,0,저녁,6,130
3846,0,점심,8,127
3847,0,밤,6,73
3847,0,심야,25,547
3847,0,아침오전,16,393
3847,0,오후,13,262
3847,0,저녁,10,181
3847,0,점심,9,197
3848,0,밤,6,148
3848,0,심야,18,356
3848,0,아침오전,6,84
3848,0,오후,12,197
3848,0,저녁,10,156
3848,0,점심,8,153
3849,0,밤,5,102
3849,0,심야,15,305
3849,0,아침오전,16,356
3849,0,오후,11,161
3849,0,저녁,14,212
3849,0,점심,9,189
3850,0,밤,7,172
3850,0,심야,25,550
3850,0,아침오전,15,315
3850,0,오후,17,368
3850,0,저녁,11,266
3850,0,점심,4,56
3851,0,밤,10,264
3851,0,심야,21,403
3851,0,아침오전,9,130
3851,0,오후,20,427
3851,0,저녁,8,241
3851,0,점심,14,259
3852,0,밤,9,171
3852,0,심야,26,501
3852,0,아침오전,12,292
3852,0,오후,10,145
3852,0,저녁,11,169
3852,0,점심,8,123
3853,0,밤,8,133
3853,0,심야,20,359
3853,0,아침오전,13,244
3853,0,오후,6,82
3853,0,저녁,6,165
3853,0,점심,7,181
3854,0,밤,11,159
3854,0,심야,31,602
3854,0,아침오전,14,274
3854,0,오후,17,411
3854,0,저녁,8,164
3854,0,점심,9,130
3855,0,밤,12,235
3855,0,심야,18,320
3855,0,아침오전,14,271
3855,0,오후,14,213
3855,0,저녁,12,276
3855,0,점심,9,180
3856,0,밤,8,211
3856,0,심야,18,343
3856,0,아침오전,6,120
3856,0,오후,13,292
3856,0,저녁,11,216
3856,0,점심,7,137
3857,0,밤,10,225
3857,0,심야,22,395
3857,0,아침오전,13,253
3857,0,오후,10,181
3857,0,저녁,7,141
3857,0,점심,13,225
3858,0,밤,5,74
3858,0,심야,18,371
3858,0,아침오전,13,287
3858,0,오후,13,231
3858,0,저녁,9,208
3858,0,점심,11,193
3859,0,밤,7,135
3859,0,심야,12,196
3859,0,아침오전,13,258
3859,0,오후,18,309
3859,0,저녁,13,170
3859,0,점심,9,155
3860,0,밤,10,130
3860,0,심야,22,383
3860,0,아침오전,10,230
3860,0,오후,11,165
3860,0,저녁,12,260
3860,0,점심,14,302
3861,0,밤,11,181
3861,0,심야,24,380
3861,0,아침오전,7,138
3861,0,오후,11,181
3861,0,저녁,11,201
3861,0,점심,9,162
3862,0,밤,4,72
3862,0,심야,22,397
3862,0,아침오전,9,174
3862,0,오후,12,297
3862,0,저녁,10,191
3862,0,점심,9,94
3863,0,밤,7,157
3863,0,심야,23,383
3863,0,아침오전,13,253
3863,0,오후,16,264
3863,0,저녁,7,143
3863,0,점심,11,181
3864,0,밤,9,171
3864,0,심야,31,555
3864,0,아침오전,20,473
3864,0,오후,10,154
3864,0,저녁,6,98
3864,0,점심,15,186
3865,0,밤,11,215
3865,0,심야,31,605
3865,0,아침오전,11,181
3865,0,오후,11,191
3865,0,저녁,5,115
3865,0,점심,11,130
3866,0,밤,8,113
3866,0,심야,20,314
3866,0,아침오전,19,358
3866,0,오후,16,310
3866,0,저녁,14,203
3866,0,점심,10,177
3867,0,밤,7,139
3867,0,심야,21,435
3867,0,아침오전,11,241
3867,0,오후,10,177
3867,0,저녁,10,163
3867,0,점심,8,155
3868,0,밤,12,163
3868,0,심야,18,368
3868,0,아침오전,8,143
3868,0,오후,13,220
3868,0,저녁,12,186
3868,0,점심,8,144
3869,0,밤,6,128
3869,0,심야,25,540
3869,0,아침오전,13,303
3869,0,오후,11,221
3869,0,저녁,9,177
3869,0,점심,8,113
3870,0,밤,11,195
3870,0,심야,27,475
3870,0,아침오전,9,177
3870,0,오후,15,314
3870,0,저녁,5,86
3870,0,점심,9,195
3871,0,밤,10,190
3871,0,심야,21,350
3871,0,아침오전,6,134
3871,0,오후,8,125
3871,0,저녁,4,82
3871,0,점심,7,143
3872,0,밤,5,99
3872,0,심야,26,528
3872,0,아침오전,8,162
3872,0,오후,10,133
3872,0,저녁,12,295
3872,0,점심,11,141
3873,0,밤,5,172
3873,0,심야,21,485
3873,0,아침오전,8,77
3873,0,오후,15,291
3873,0,저녁,12,185
3873,0,점심,7,100
3874,0,밤,10,162
3874,0,심야,19,395
3874,0,아침오전,7,111
3874,0,오후,14,263
3874,0,저녁,9,185
3874,0,점심,8,127
3875,0,밤,11,220
3875,0,심야,15,290
3875,0,아침오전,10,132
3875,0,오후,13,259
3875,0,저녁,6,116
3875,0,점심,10,132
3876,0,밤,9,147
3876,0,심야,15,362
3876,0,아침오전,20,481
3876,0,오후,14,236
3876,0,저녁,11,217
3876,0,점심,9,157
3877,0,밤,6,164
3877,0,심야,25,500
3877,0,아침오전,6,83
3877,0,오후,16,377
3877,0,저녁,6,112
3877,0,점심,10,186
3878,0,밤,12,259
3878,0,심야,21,391
3878,0,아침오전,16,218
3878,0,오후,10,140
3878,0,저녁,9,121
3878,0,점심,8,137
3879,0,밤,10,224
3879,0,심야,28,548
3879,0,아침오전,15,365
3879,0,오후,11,177
3879,0,저녁,10,186
3879,0,점심,5,101
3880,0,밤,15,300
3880,0,심야,21,418
3880,0,아침오전,16,334
3880,0,오후,11,154
3880,0,저녁,5,83
3880,0,점심,7,127
3881,0,밤,7,151
3881,0,심야,25,497
3881,0,아침오전,10,138
3881,0,오후,11,160
3881,0,저녁,7,114
3881,0,점심,12,281
3882,0,밤,7,116
3882,0,심야,26,475
3882,0,아침오전,13,224
3882,0,오후,15,272
3882,0,저녁,7,142
3882,0,점심,9,219
3883,0,밤,7,119
3883,0,심야,15,355
3883,0,아침오전,12,215
3883,0,오후,17,359
3883,0,저녁,8,120
3883,0,점심,14,294
3884,0,밤,7,124
3884,0,심야,19,315
3884,0,아침오전,18,343
3884,0,오후,12,253
3884,0,저녁,12,245
3884,0,점심,9,204
3885,0,밤,9,126
3885,0,심야,26,576
3885,0,아침오전,12,186
3885,0,오후,14,221
3885,0,저녁,8,169
3885,0,점심,7,101
3886,0,밤,11,244
3886,0,심야,20,410
3886,0,아침오전,15,272
3886,0,오후,6,104
3886,0,저녁,11,196
3886,0,점심,6,113
3887,0,밤,9,215
3887,0,심야,31,678
3887,0,아침오전,13,309
3887,0,오후,12,197
3887,0,저녁,7,131
3887,0,점심,10,171
3888,0,밤,3,61
3888,0,심야,23,434
3888,0,아침오전,7,108
3888,0,오후,12,317
3888,0,저녁,10,184
3888,0,점심,5,117
3889,0,밤,10,217
3889,0,심야,15,278
3889,0,아침오전,10,183
3889,0,오후,11,291
3889,0,저녁,11,205
3889,0,점심,8,161
3890,0,밤,9,138
3890,0,심야,21,396
3890,0,아침오전,12,215
3890,0,오후,14,226
3890,0,저녁,10,121
3890,0,점심,8,214
3891,0,밤,11,228
3891,0,심야,29,630
3891,0,아침오전,18,323
3891,0,오후,11,214
3891,0,저녁,11,211
3891,0,점심,10,119
3892,0,밤,8,124
3892,0,심야,18,351
3892,0,아침오전,10,179
3892,0,오후,16,280
3892,0,저녁,12,204
3892,0,점심,9,158
3893,0,밤,11,233
3893,0,심야,22,386
3893,0,아침오전,11,182
3893,0,오후,15,265
3893,0,저녁,18,284
3893,0,점심,6,103
3894,0,밤,11,233
3894,0,심야,26,397
3894,0,아침오전,14,235
3894,0,오후,15,264
3894,0,저녁,10,163
3894,0,점심,5,84
3895,0,밤,9,103
3895,0,심야,18,270
3895,0,아침오전,5,87
3895,0,오후,21,479
3895,0,저녁,8,107
3895,0,점심,6,103
3896,0,밤,11,181
3896,0,심야,21,518
3896,0,아침오전,17,297
3896,0,오후,14,307
3896,0,저녁,9,131
3896,0,점심,14,298
3897,0,밤,13,259
3897,0,심야,14,249
3897,0,아침오전,13,227
3897,0,오후,15,342
3897,0,저녁,13,339
3897,0,점심,7,135
3898,0,밤,9,160
3898,0,심야,23,434
3898,0,아침오전,15,339
3898,0,오후,10,215
3898,0,저녁,9,223
3898,0,점심,8,235
3899,0,밤,9,176
3899,0,심야,14,237
3899,0,아침오전,8,205
3899,0,오후,11,184
3899,0,저녁,6,121
3899,0,점심,7,144
3900,0,밤,5,136
3900,0,심야,21,416
3900,0,아침오전,16,260
3900,0,오후,10,134
3900,0,저녁,8,112
3900,0,점심,11,209
3901,0,밤,9,190
3901,0,심야,25,425
3901,0,아침오전,11,176
3901,0,오후,12,252
3901,0,저녁,13,256
3901,0,점심,10,165
3902,0,밤,12,272
3902,0,심야,28,407
3902,0,아침오전,11,231
3902,0,오후,17,285
3902,0,저녁,8,149
3902,0,점심,7,126
3903,0,밤,12,167
3903,0,심야,15,295
3903,0,아침오전,8,141
3903,0,오후,12,219
3903,0,저녁,9,95
3903,0,점심,10,236
3904,0,밤,12,242
3904,0,심야,22,475
3904,0,아침오전,9,92
3904,0,오후,5,111
3904,0,저녁,15,339
3904,0,점심,8,190
3905,0,밤,5,130
3905,0,심야,23,375
3905,0,아침오전,12,213
3905,0,오후,11,259
3905,0,저녁,9,138
3905,0,점심,19,283
3906,0,밤,7,147
